Customer Name,Email,Location,Model,Range(km),Vehicle Type,Launch Date,Description,Cost,Price (NPR),Units Sold,Sale Date,Payment Method,Sale Month number,Sale Month Name,Sale Year,Total Revenue,Profit
Nathan Lopez,doylelauren@brown.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-01-31,EMI,1,January,2024,6780000,2194500
Stephanie Perry,jgonzales@wilson.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-11-12,EMI,11,November,2023,13560000,8974500
Michael Graham,whutchinson@ward-morse.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,5,2023-09-17,Full Cash,9,September,2023,20575000,17794375
Collin Rios,hendricksmichael@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-24,EMI,9,September,2023,24690000,21909375
Charles Ruiz,grayjames@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-04-25,EMI,4,April,2024,13560000,8974500
Gary Perez,debbiekim@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-15,EMI,9,September,2023,0,-2780625
Thomas Arroyo,yhall@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2024-01-22,EMI,1,January,2024,33900000,29314500
Melissa Murray,mclark@gmail.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,3,2024-02-24,Full Cash,2,February,2024,33000000,25575000
Jennifer Lozano,heathermcbride@friedman.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-07-27,EMI,7,July,2024,20340000,15754500
Heather Gonzalez,michael10@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-09-07,EMI,9,September,2023,33900000,29314500
Heather Horne,valerie08@little.biz,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-09-16,EMI,9,September,2023,6780000,2194500
Shawna Rowe,ldavis@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,5,2023-09-14,EMI,9,September,2023,20575000,17794375
Tamara Mccoy,lewissarah@spencer.net,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,5,2023-09-18,EMI,9,September,2023,20575000,17794375
Joseph Cummings,charlesjones@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-11-17,EMI,11,November,2023,33900000,29314500
Jason Molina,zachary24@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-08-01,Full Cash,8,August,2024,0,-4585500
Samantha Clements,ibeck@bailey.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,0,2024-01-27,EMI,1,January,2024,0,-13162500
Adam Wilkins,natalie56@ward.org,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-26,Full Cheque,9,September,2023,4115000,1334375
Melissa Garcia,timothycoffey@norton.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-07-08,EMI,7,July,2024,13560000,8974500
Stephanie Banks,emily02@johnson.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-09-01,EMI,9,September,2023,13560000,8974500
Jennifer Walls,jeffery79@hotmail.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,0,2024-01-26,EMI,1,January,2024,0,-7425000
Kelly Wade,joshuamckee@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2023-10-19,EMI,10,October,2023,40680000,36094500
Paula Daniels,hendersonmichelle@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-10-26,EMI,10,October,2023,33900000,29314500
Mary Warren,daniellemclean@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-14,Full Cash,9,September,2023,8230000,5449375
Ryan Jefferson,mlucas@price-doyle.org,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-21,EMI,9,September,2023,4115000,1334375
Jamie Flores,deborahheath@hickman.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-04-12,Full Cash,4,April,2024,6780000,2194500
Megan Brown,taylorstevens@li.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2023-07-20,EMI,7,July,2023,40680000,36094500
Robert Brown,toddwilson@combs-christensen.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-01-06,EMI,1,January,2024,6780000,2194500
Terri Weaver,uwilson@yahoo.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-03-29,EMI,3,March,2021,11800000,7817500
Stacy Cordova,iellis@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2024-03-03,EMI,3,March,2024,40680000,36094500
Cynthia Duarte,vanceterri@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-01-27,Full Cash,1,January,2024,20340000,15754500
Laura Morris,vaughnjennifer@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-09-25,EMI,9,September,2023,0,-4585500
Angela Jones,guzmanyolanda@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2023-11-12,EMI,11,November,2023,40680000,36094500
Tiffany Kline,cliffordburnett@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2022-12-22,EMI,12,December,2022,13560000,8974500
Gary Harrington,zanderson@grant-stewart.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-02-02,EMI,2,February,2023,20340000,15754500
Nicholas Davis,joshuarobinson@wright-tran.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,6,2023-05-31,EMI,5,May,2023,35400000,31417500
Seth White,lynnstone@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-17,Full Cash,9,September,2023,4115000,1334375
Kent Clark,jimmy20@martin-hull.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,5,2023-09-25,EMI,9,September,2023,20575000,17794375
Natalie Martin,michaelcole@wilson.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-06-17,EMI,6,June,2023,0,-4585500
Eric Blair,pdickson@larson-conley.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-27,EMI,9,September,2023,24690000,21909375
Lori Gomez,brandonbrown@pace.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2024-01-01,EMI,1,January,2024,33900000,29314500
John Robbins,justinstafford@bond.com,Kathmandu,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,2,2024-12-26,EMI,12,December,2024,11780000,7800250
Hannah Gardner,fisherangela@green-logan.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2024-01-04,EMI,1,January,2024,40680000,36094500
Susan Evans,phillipsjustin@turner.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-11-19,Full Cash,11,November,2023,33900000,29314500
Charles Shaw,mpalmer@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-23,EMI,9,September,2023,0,-2780625
Paul Jackson,awolfe@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2023-08-19,EMI,8,August,2023,33900000,29314500
Anthony Williams,jeffrey01@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-11-09,EMI,11,November,2023,8230000,5449375
Amanda Powers,sarah25@jimenez.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,1,2024-01-28,EMI,1,January,2024,19500000,6337500
Michael Morgan,andrew47@reynolds.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-16,Full Cash,9,September,2023,0,-2780625
Neil Mendoza,jordandaniel@wright.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-18,EMI,9,September,2023,0,-2780625
Heather Mills,mackrobert@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2022-11-11,EMI,11,November,2022,0,-4585500
Briana Fuentes,melindarobertson@miller.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-08-23,EMI,8,August,2024,0,-4585500
Robin Lara,rachelherrera@gmail.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,3,2024-01-24,EMI,1,January,2024,58500000,45337500
Aaron Carter,marqueznicholas@alvarado.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2022-12-17,EMI,12,December,2022,0,-3982500
Edward Nichols,mooreamber@dyer.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2024-04-26,EMI,4,April,2024,0,-2780625
Alicia Owens,willisgail@cox-moody.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2021-06-19,EMI,6,June,2021,17700000,13717500
Ryan Gonzales,jackiehernandez@dawson-garcia.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-01-24,Full Cash,1,January,2023,20340000,15754500
Cole Weaver,james68@smith.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-02-20,EMI,2,February,2023,20340000,15754500
Isaac Foster,amykline@hotmail.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,0,2024-01-27,EMI,1,January,2024,0,-13162500
Manuel Bryant,gmiller@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-09-20,EMI,9,September,2023,13560000,8974500
Kevin Parker,pthomas@gmail.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-05-26,EMI,5,May,2021,11800000,7817500
William Meyer,sydney48@lewis.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2023-07-26,Full Cash,7,July,2023,40680000,36094500
Henry Black,jenniferzhang@hotmail.com,Kathmandu,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,1,2024-12-28,EMI,12,December,2024,5890000,1910250
Jonathan Alexander,ralphjimenez@williams-brown.biz,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-07-25,EMI,7,July,2023,6780000,2194500
Timothy Hamilton,gmosley@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-06-11,EMI,6,June,2024,13560000,8974500
Joseph Kane,deniseadams@torres.com,Kathmandu,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,3,2024-12-27,EMI,12,December,2024,17670000,13690250
Shaun Grant,christianmorgan@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-02-21,EMI,2,February,2023,0,-4585500
Christine Walker,andrew87@brady-woods.org,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2022-11-07,Full Cash,11,November,2022,6780000,2194500
Diana Alexander,matthewanthony@bruce.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,5,2022-01-03,Full Cash,1,January,2022,29500000,25517500
Frank Bradley,enorris@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-14,Full Cheque,9,September,2023,8230000,5449375
Sara Sullivan,twilliams@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-05-28,EMI,5,May,2024,13560000,8974500
Alejandro Rich,lpatterson@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,5,2023-09-28,Full Cash,9,September,2023,20575000,17794375
Michael Hurley,tstanton@perkins.biz,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-24,Full Cheque,9,September,2023,24690000,21909375
James Harris,ymathis@gmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-16,EMI,9,September,2023,24690000,21909375
Henry Black,jenniferzhang@hotmail.com,Kathmandu,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,1,2024-12-26,EMI,12,December,2024,5890000,1910250
Erik Long,hicksbarbara@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-10-27,EMI,10,October,2023,12345000,9564375
Larry Drake,yosborn@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2022-12-22,EMI,12,December,2022,6780000,2194500
Alison Diaz,nhoward@montoya-valdez.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2024-06-25,EMI,6,June,2024,33900000,29314500
Debbie Hill,holmeslauren@rodriguez-santana.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-03-06,EMI,3,March,2024,20340000,15754500
Robert Harding,smithjonathan@taylor-nixon.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-03-02,Full Cheque,3,March,2023,6780000,2194500
Mary Jimenez,angelawebb@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-09-29,Full Cash,9,September,2023,13560000,8974500
Christopher Michael,margaret16@oneill.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2021-10-26,EMI,10,October,2021,0,-3982500
Stephanie Perry,jgonzales@wilson.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2022-11-11,EMI,11,November,2022,33900000,29314500
Lisa Jarvis,nealsusan@taylor.org,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-03-14,Full Cheque,3,March,2023,6780000,2194500
Kristina Frazier,ruben63@montoya.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2023-07-14,EMI,7,July,2023,5900000,1917500
Vickie Escobar,erikawallace@murphy-tucker.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2024-08-20,Full Cash,8,August,2024,40680000,36094500
Erika Smith,joseph98@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-01-07,EMI,1,January,2023,6780000,2194500
Michael Rosales,dmendoza@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-02-28,EMI,2,February,2023,0,-4585500
Danielle Cox,duranmiranda@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-27,EMI,9,September,2023,4115000,1334375
Sean Davis,nicholsian@parker.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,6,2023-10-29,EMI,10,October,2023,40680000,36094500
Nicholas Thornton,pattersonrichard@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-01-19,EMI,1,January,2024,13560000,8974500
Marcus Harrison,marvinclayton@king.info,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-11-07,Full Cash,11,November,2023,20340000,15754500
Courtney Wilkerson,singhkathleen@lee.com,Kathmandu,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2022-07-15,Full Cash,7,July,2022,17700000,13717500
Amber Green,jcollins@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2022-12-11,Full Cash,12,December,2022,13560000,8974500
Norma Clark,cowancheryl@park.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-16,Full Cash,9,September,2023,0,-2780625
Robin Perez,meghanmoore@yahoo.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,0,2024-01-23,EMI,1,January,2024,0,-13162500
Aaron Sharp,amanda08@hotmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,5,2024-03-24,Full Cheque,3,March,2024,33900000,29314500
Tiffany Kline,cliffordburnett@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-10-01,EMI,10,October,2023,20340000,15754500
Becky Pruitt,lindsey14@hotmail.com,Kathmandu,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,2,2024-01-24,EMI,1,January,2024,39000000,25837500
Kathleen Walker,beckerjonathan@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-24,EMI,9,September,2023,4115000,1334375
Stephanie Lee,lopezlaura@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,5,2023-09-22,EMI,9,September,2023,20575000,17794375
Julia Dixon,kellygoodman@hotmail.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,5,2023-09-19,EMI,9,September,2023,20575000,17794375
Robert Cross,icampbell@yahoo.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-21,EMI,9,September,2023,24690000,21909375
Alison Diaz,nhoward@montoya-valdez.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2022-12-13,EMI,12,December,2022,20340000,15754500
Gary Velez,hickscurtis@wood.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,6,2023-09-20,Full Cash,9,September,2023,24690000,21909375
Savannah Byrd,rmartin@pearson.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-10-12,EMI,10,October,2023,0,-4585500
Darrell Hill,sarah11@wilkerson.biz,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,5,2023-09-14,EMI,9,September,2023,20575000,17794375
Paula Daniels,hendersonmichelle@yahoo.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-03-03,EMI,3,March,2023,20340000,15754500
Aaron Johnson,davidwade@carlson.com,Kathmandu,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-24,EMI,9,September,2023,0,-2780625
Ronald Lopez,tammy13@gmail.com,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-05-10,EMI,5,May,2023,6780000,2194500
Luis Diaz,matthew45@wallace-turner.net,Kathmandu,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2022-12-30,EMI,12,December,2022,20340000,15754500
